PGN	Parameter Group Label	SPN	Name	Data Range
64832	Aftertreatment 1 SCR Dosing System Requests 2	4357	Aftertreatment 1 SCR Catalyst Reagent Line Heater 4 (request)	0 to 3
64833	Aftertreatment 1 SCR Dosing System Information 2	4335	Aftertreatment 1 SCR Dosing Air Assist Absolute Pressure	"0 to 2,000 kPa"
64833	Aftertreatment 1 SCR Dosing System Information 2	4336	"Aftertreatment 1 SCR Dosing Air Assist Valve (measured, 0 = closed)"	0 to 100 %
64833	Aftertreatment 1 SCR Dosing System Information 2	4337	Aftertreatment 1 SCR Dosing Reagent Temperature (closest to dosing valve)	-40 to 210 deg C
64833	Aftertreatment 1 SCR Dosing System Information 2	4338	Aftertreatment 1 SCR Dosing Valve Exhaust Temp. Reduction Request	0 to 7
64833	Aftertreatment 1 SCR Dosing System Information 2	4339	Aftertreatment 1 SCR Feedback Control Status (Open/Closed Loop)	0 to 7
64833	Aftertreatment 1 SCR Dosing System Information 2	4340	Aftertreatment 1 SCR Catalyst Reagent Line Heater 1 state	0 to 3
64833	Aftertreatment 1 SCR Dosing System Information 2	4341	Aftertreatment 1 SCR Catalyst Reagent Line Heater 1 Preliminary FMI	0 to 31
64833	Aftertreatment 1 SCR Dosing System Information 2	4342	Aftertreatment 1 SCR Catalyst Reagent Line Heater 2 state	0 to 3
64833	Aftertreatment 1 SCR Dosing System Information 2	4343	Aftertreatment 1 SCR Catalyst Reagent Line Heater 2 Preliminary FMI	0 to 31
64833	Aftertreatment 1 SCR Dosing System Information 2	4344	Aftertreatment 1 SCR Catalyst Reagent Line Heater 3 state	0 to 3
64833	Aftertreatment 1 SCR Dosing System Information 2	4345	Aftertreatment 1 SCR Catalyst Reagent Line Heater 3 Preliminary FMI	0 to 31
64833	Aftertreatment 1 SCR Dosing System Information 2	4346	Aftertreatment 1 SCR Catalyst Reagent Line Heater 4 state	0 to 3
64833	Aftertreatment 1 SCR Dosing System Information 2	4347	Aftertreatment 1 SCR Catalyst Reagent Line Heater 4 Preliminary FMI	0 to 31
64836	Aftertreatment 2 Fuel Control 2	4303	Aftertreatment 2 Fuel Pressure 2	"0 to 6,425.5 kPa"
64837	Aftertreatment 2 Three Way Catalytic Converter	4295	Aftertreatment 2 Three Way Catalytic Converter Intake Gas Temperature	-273 to 1735 deg C
64837	Aftertreatment 2 Three Way Catalytic Converter	4296	Aftertreatment 2 Three Way Catalytic Converter Outlet Gas Temperature	-273 to 1735 deg C
64837	Aftertreatment 2 Three Way Catalytic Converter	4297	Aftertreatment 2 Three Way Catalytic Converter Differential Pressure	"0 to 6,425.5 kPa"
64837	Aftertreatment 2 Three Way Catalytic Converter	4298	Aftertreatment 2 Three Way Catalytic Converter Intake Gas Temperature Preliminary FMI	0 to 31
64837	Aftertreatment 2 Three Way Catalytic Converter	4299	Aftertreatment 2 Three Way Catalytic Converter Outlet Gas Temperature Preliminary FMI	0 to 31
64837	Aftertreatment 2 Three Way Catalytic Converter	4300	Aftertreatment 2 Three Way Catalytic Converter Differential Pressure Preliminary FMI	0 to 31
64838	Aftertreatment 1 Three Way Catalytic Converter	4289	Aftertreatment 1 Three Way Catalytic Converter Intake Gas Temperature	-273 to 1735 deg C
64838	Aftertreatment 1 Three Way Catalytic Converter	4290	Aftertreatment 1 Three Way Catalytic Converter Outlet Gas Temperature	-273 to 1735 deg C
64838	Aftertreatment 1 Three Way Catalytic Converter	4291	Aftertreatment 1 Three Way Catalytic Converter Differential Pressure	"0 to 6,425.5 kPa"
64838	Aftertreatment 1 Three Way Catalytic Converter	4292	Aftertreatment 1 Three Way Catalytic Converter Intake Gas Temperature Preliminary FMI	0 to 31
64838	Aftertreatment 1 Three Way Catalytic Converter	4293	Aftertreatment 1 Three Way Catalytic Converter Outlet Gas Temperature Preliminary FMI	0 to 31
64838	Aftertreatment 1 Three Way Catalytic Converter	4294	Aftertreatment 1 Three Way Catalytic Converter Differential Pressure Preliminary FMI	0 to 31
64839	Transmission Mode Labels	4254	Transmission Mode Label	0 to 255 per byte
64840	Engine Exhaust Bank 2 O2 Fuel Trim	4239	Long-term Fuel Trim - Bank 2	-100 to 100 %
64840	Engine Exhaust Bank 2 O2 Fuel Trim	4238	Short-term Fuel Trim - Bank 2	-100 to 100 %
64840	Engine Exhaust Bank 2 O2 Fuel Trim	4241	"Engine Exhaust Gas Oxygen Sensor Closed Loop Operation, Bank 2"	0 to 15
64841	Engine Exhaust Bank 1 O2 Fuel Trim	4237	Long-term Fuel Trim - Bank 1	-100 to 100 %
64841	Engine Exhaust Bank 1 O2 Fuel Trim	4236	Short-term Fuel Trim - Bank 1	-100 to 100 %
64841	Engine Exhaust Bank 1 O2 Fuel Trim	4240	"Engine Exhaust Gas Oxygen Sensor Closed Loop Operation, Bank 1"	0 to 15
64849	Aftercooler Coolant Control Valve Command	4198	Aftercooler Coolant Thermostat Mode	0 to 3
64849	Aftercooler Coolant Control Valve Command	4199	Desired Aftercooler Coolant Inlet Temperature	-40 to 210 deg C
64849	Aftercooler Coolant Control Valve Command	4200	Desired Aftercooler Coolant Thermostat Opening	0 to 100 %
64850	Engine Coolant Control Valve Command	4195	Engine Coolant Thermostat Mode	0 to 3
64850	Engine Coolant Control Valve Command	4196	Desired Engine Coolant Pump Outlet Temperature	-40 to 210 deg C
64850	Engine Coolant Control Valve Command	4197	Desired Engine Coolant Thermostat Opening	0 to 100 %
64851	Engine Average Information	4151	Engine Exhaust Gas Temperature Average	-273 to 1735 deg C
64851	Engine Average Information	4153	Engine Exhaust Gas Temperature Average - Bank 1	-273 to 1735 deg C
64851	Engine Average Information	4152	Engine Exhaust Gas Temperature Average - Bank 2	-273 to 1735 deg C
64869	Aftertreatment 1 Fuel Control 2	4077	Aftertreatment 1 Fuel Pressure 2	"0 to 6,425.5 kPa"
64870	Engine Temperature 4	4076	Engine Coolant Temperature 2	-40 to 210 deg C
64870	Engine Temperature 4	4193	Engine Coolant Pump Outlet Temperature	-40 to 210 deg C
64870	Engine Temperature 4	4194	Engine Coolant Thermostat Opening	0 to 100 %
64870	Engine Temperature 4	4288	Engine Exhaust Valve Actuation System Oil Temperature	-273 to 1735 deg C
64871	Zero Net Vehicle Weight Change	4075	Zero Net Vehicle Weight Change	0 to 3
64872	Gross Combination Vehicle Weight	417	Gross Combination Weight	"0 to 32,899,070 kg"
64872	Gross Combination Vehicle Weight	413	Net Vehicle Weight Change	"-16,449,535 to 16,449,535 kg"
64873	Axle Group Calibration Weights	4074	Axle Group Location	0 to 15
64873	Axle Group Calibration Weights	408	Axle Group Empty Weight Calibration	"0 to 128,510 kg"
64873	Axle Group Calibration Weights	407	Axle Group Full Weight Calibration	"0 to 128,510 kg"
64874	Axle Group Weight	4073	Axle Group Location	0 to 15
64874	Axle Group Weight	409	Axle Group Weight	"0 to 128,510 kg"
64875	Available Axle Group Weights	4059	Steer Axle Group Weight Available	0 to 3
64875	Available Axle Group Weights	4060	Lift Axle Group Weight Available	0 to 3
64875	Available Axle Group Weights	4061	Drive Axle Group Weight Available	0 to 3
64875	Available Axle Group Weights	4062	Tag Axle Group Weight Available	0 to 3
64875	Available Axle Group Weights	4063	Additional Tractor Axle Group Weight Available	0 to 3
64875	Available Axle Group Weights	4064	Trailer A Axle Group Weight Available	0 to 3
64875	Available Axle Group Weights	4065	Trailer B Axle Group Weight Available	0 to 3
64875	Available Axle Group Weights	4066	Trailer C Axle Group Weight Available	0 to 3
64875	Available Axle Group Weights	4067	Trailer D Axle Group Weight Available	0 to 3
64875	Available Axle Group Weights	4068	Trailer E Axle Group Weight Available	0 to 3
64875	Available Axle Group Weights	4069	Trailer F Axle Group Weight Available	0 to 3
64875	Available Axle Group Weights	4070	Trailer G Axle Group Weight Available	0 to 3
64875	Available Axle Group Weights	4071	Trailer H Axle Group Weight Available	0 to 3
64875	Available Axle Group Weights	4072	Additional Trailer Axle Group Weight Available	0 to 3
64876	Aftertreatment 2 Air Control 2	3833	Aftertreatment 2 Secondary Air Differential Pressure	-250 kPa TO 251.99 kPa
64876	Aftertreatment 2 Air Control 2	3834	Aftertreatment 2 Secondary Air Temperature	-273 to 1735 deg C
64876	Aftertreatment 2 Air Control 2	3835	Aftertreatment 2 Secondary Air Mass Flow	0 to 12851 kg/h per bit
64876	Aftertreatment 2 Air Control 2	3838	Aftertreatment 2 Secondary Air Pressure	"0 to 6,425.5 kPa"
64877	Aftertreatment 1 Air Control 2	3830	Aftertreatment 1 Secondary Air Differential Pressure	-250 kPa TO 251.99 kPa
64877	Aftertreatment 1 Air Control 2	3831	Aftertreatment 1 Secondary Air Temperature	-273 to 1735 deg C
64877	Aftertreatment 1 Air Control 2	3832	Aftertreatment 1 Secondary Air Mass Flow	0 to 12851 kg/h per bit
64877	Aftertreatment 1 Air Control 2	3837	Aftertreatment 1 Secondary Air Pressure	"0 to 6,425.5 kPa"
64878	Aftertreatment 1 SCR Service Information	3826	Aftertreatment 1 SCR Average Catalyst Reagent Consumption (15 hr avg)	"0 to 3,212.75 L/h"
64878	Aftertreatment 1 SCR Service Information	3828	Aftertreatment 1 SCR Commanded Catalyst Reagent Consumption (15 hr avg)	"0 to 3,212.75 L/h"
64878	Aftertreatment 1 SCR Service Information	4364	Aftertreatment 1 SCR Catalyst Conversion Efficiency	0 to 100 %
64879	Electronic Engine Controller 8	3821	Engine Exhaust Gas Recirculation (EGR) Valve 2 Control	0 to 160.6375 %
64880	Door ramp control	3810	Retract Status of ramp 1	0 to 3
64880	Door ramp control	3811	Enable status of ramp 1	0 to 3
64880	Door ramp control	3812	Movement status of ramp 1	0 to 3
64880	Door ramp control	3813	Retract Status of ramp 2	0 to 3
64880	Door ramp control	3814	Enable status of ramp 2	0 to 3
64880	Door ramp control	3815	Movement status of ramp 2	0 to 3
64880	Door ramp control	3816	Retract Status of ramp 3	0 to 3
64880	Door ramp control	3817	Enable status of ramp 3	0 to 3
64880	Door ramp control	3818	Movement status of ramp 3	0 to 3
64880	Door ramp control	4454	Retract Status of ramp 4	0 to 3
64880	Door ramp control	4455	Enable status of ramp 4	0 to 3
64880	Door ramp control	4456	Movement status of ramp 4	0 to 3
64880	Door ramp control	4457	Retract Status of ramp 5	0 to 3
64880	Door ramp control	4458	Enable status of ramp 5	0 to 3
64880	Door ramp control	4459	Movement status of ramp 5	0 to 3
64881	Brake actuator stroke status	3785	Tractor Brake Stroke Axle 1 Left	0 to 7
64881	Brake actuator stroke status	3786	Tractor Brake Stroke Axle 1 Right	0 to 7
64881	Brake actuator stroke status	3787	Tractor Brake Stroke Axle 2 Left	0 to 7
64881	Brake actuator stroke status	3788	Tractor Brake Stroke Axle 2 Right	0 to 7
64881	Brake actuator stroke status	3789	Tractor Brake Stroke Axle 3 Left	0 to 7
64881	Brake actuator stroke status	3790	Tractor Brake Stroke Axle 3 Right	0 to 7
64881	Brake actuator stroke status	3791	Tractor Brake Stroke Axle 4 Left	0 to 7
64881	Brake actuator stroke status	3792	Tractor Brake Stroke Axle 4 Right	0 to 7
64881	Brake actuator stroke status	3793	Tractor Brake Stroke Axle 5 Left	0 to 7
64881	Brake actuator stroke status	3794	Tractor Brake Stroke Axle 5 Right	0 to 7
64881	Brake actuator stroke status	3795	Trailer Brake Stroke Axle 1 Left	0 to 7
64881	Brake actuator stroke status	3796	Trailer Brake Stroke Axle 1 Right	0 to 7
64881	Brake actuator stroke status	3797	Trailer Brake Stroke Axle 2 Left	0 to 7
64881	Brake actuator stroke status	3798	Trailer Brake Stroke Axle 2 Right	0 to 7
64881	Brake actuator stroke status	3799	Trailer Brake Stroke Axle 3 Left	0 to 7
64881	Brake actuator stroke status	3800	Trailer Brake Stroke Axle 3 Right	0 to 7
64881	Brake actuator stroke status	3801	Trailer Brake Stroke Axle 4 Left	0 to 7
64881	Brake actuator stroke status	3802	Trailer Brake Stroke Axle 4 Right	0 to 7
64881	Brake actuator stroke status	3803	Trailer Brake Stroke Axle 5 Left	0 to 7
64881	Brake actuator stroke status	3804	Trailer Brake Stroke Axle 5 Right	0 to 7
64882	Engine Spark Voltage 6	1314	Engine Spark Plug 21	"0 to 64,255 Volts"
64882	Engine Spark Voltage 6	1315	Engine Spark Plug 22	"0 to 64,255 Volts"
64882	Engine Spark Voltage 6	1316	Engine Spark Plug 23	"0 to 64,255 Volts"
64882	Engine Spark Voltage 6	1317	Engine Spark Plug 24	"0 to 64,255 Volts"
64883	Engine Spark Voltage 5	1310	Engine Spark Plug 17	"0 to 64,255 Volts"
64883	Engine Spark Voltage 5	1311	Engine Spark Plug 18	"0 to 64,255 Volts"
64883	Engine Spark Voltage 5	1312	Engine Spark Plug 19	"0 to 64,255 Volts"
64883	Engine Spark Voltage 5	1313	Engine Spark Plug 20	"0 to 64,255 Volts"
64884	Engine Spark Voltage 4	1306	Engine Spark Plug 13	"0 to 64,255 Volts"
64884	Engine Spark Voltage 4	1307	Engine Spark Plug 14	"0 to 64,255 Volts"
64884	Engine Spark Voltage 4	1308	Engine Spark Plug 15	"0 to 64,255 Volts"
64884	Engine Spark Voltage 4	1309	Engine Spark Plug 16	"0 to 64,255 Volts"
64885	Engine Spark Voltage 3	1302	Engine Spark Plug 9	"0 to 64,255 Volts"
64885	Engine Spark Voltage 3	1303	Engine Spark Plug 10	"0 to 64,255 Volts"
64885	Engine Spark Voltage 3	1304	Engine Spark Plug 11	"0 to 64,255 Volts"
64885	Engine Spark Voltage 3	1305	Engine Spark Plug 12	"0 to 64,255 Volts"
64886	Engine Spark Voltage 2	1298	Engine Spark Plug 5	"0 to 64,255 Volts"
64886	Engine Spark Voltage 2	1299	Engine Spark Plug 6	"0 to 64,255 Volts"
64886	Engine Spark Voltage 2	1300	Engine Spark Plug 7	"0 to 64,255 Volts"
64886	Engine Spark Voltage 2	1301	Engine Spark Plug 8	"0 to 64,255 Volts"
64887	Engine Spark Voltage 1	1294	Engine Spark Plug 1	"0 to 64,255 Volts"
64887	Engine Spark Voltage 1	1295	Engine Spark Plug 2	"0 to 64,255 Volts"
64887	Engine Spark Voltage 1	1296	Engine Spark Plug 3	"0 to 64,255 Volts"
64887	Engine Spark Voltage 1	1297	Engine Spark Plug 4	"0 to 64,255 Volts"
64888	Aftertreatment 2 Trip Information	3741	Aftertreatment 2 Trip Fuel Used	"0 to 2,105,540,607.5 L"
64888	Aftertreatment 2 Trip Information	3742	Aftertreatment 2 Trip Active Regeneration Time	"0 to 4,211,081,215 s"
64888	Aftertreatment 2 Trip Information	3743	Aftertreatment 2 Trip Disabled Time	"0 to 4,211,081,215 s"
64888	Aftertreatment 2 Trip Information	3744	Aftertreatment 2 Trip Number of Active Regenerations	"0 to 4,294,967,295 counts"
64888	Aftertreatment 2 Trip Information	3745	Aftertreatment 2 Trip Passive Regeneration Time	"0 to 4,211,081,215 s"
64888	Aftertreatment 2 Trip Information	3746	Aftertreatment 2 Trip Number of Passive Regenerations	"0 to 4,294,967,295 counts"
64888	Aftertreatment 2 Trip Information	3747	Aftertreatment 2 Trip Number of Active Regeneration Inhibit Requests	"0 to 4,294,967,295 counts"
64888	Aftertreatment 2 Trip Information	3748	Aftertreatment 2 Trip Number of Active Regeneration Manual Requests	"0 to 4,294,967,295 counts"
64889	Aftertreatment 1 Trip Information	3733	Aftertreatment 1 Trip Fuel Used	"0 to 2,105,540,607.5 L"
64889	Aftertreatment 1 Trip Information	3734	Aftertreatment 1 Trip Active Regeneration Time	"0 to 4,211,081,215 s"
64889	Aftertreatment 1 Trip Information	3735	Aftertreatment 1 Trip Disabled Time	"0 to 4,211,081,215 s"
64889	Aftertreatment 1 Trip Information	3736	Aftertreatment 1 Trip Number of Active Regenerations	"0 to 4,294,967,295 counts"
64889	Aftertreatment 1 Trip Information	3737	Aftertreatment 1 Trip Passive Regeneration Time	"0 to 4,211,081,215 s"
64889	Aftertreatment 1 Trip Information	3738	Aftertreatment 1 Trip Number of Passive Regenerations	"0 to 4,294,967,295 counts"
64889	Aftertreatment 1 Trip Information	3739	Aftertreatment 1 Trip Number of Active Regeneration Inhibit Requests	"0 to 4,294,967,295 counts"
64889	Aftertreatment 1 Trip Information	3740	Aftertreatment 1 Trip Number of Active Regeneration Manual Requests	"0 to 4,294,967,295 counts"
64890	Aftertreatment 2 Service	3722	Diesel Particulate Filter 2 Soot Load Percent	0 to 250 %
64890	Aftertreatment 2 Service	3723	Diesel Particulate Filter 2 Ash Load Percent	0 to 250 %
64890	Aftertreatment 2 Service	3724	Diesel Particulate Filter 2 Time Since Last Active Regeneration	"0 to 4,211,081,215 s"
64891	Aftertreatment 1 Service	3719	Diesel Particulate Filter 1 Soot Load Percent	0 to 250 %
64891	Aftertreatment 1 Service	3720	Diesel Particulate Filter 1 Ash Load Percent	0 to 250 %
64891	Aftertreatment 1 Service	3721	Diesel Particulate Filter 1 Time Since Last Active Regeneration	"0 to 4,211,081,215 s"
64892	Diesel Particulate Filter Control 1	3697	Diesel Particulate Filter Lamp Command	0 to 7
64892	Diesel Particulate Filter Control 1	3699	Diesel Particulate Filter Passive Regeneration Status	0 to 3
64892	Diesel Particulate Filter Control 1	3700	Diesel Particulate Filter Active Regeneration Status	0 to 3
64892	Diesel Particulate Filter Control 1	3701	Diesel Particulate Filter Status	0 to 7
64892	Diesel Particulate Filter Control 1	3702	Diesel Particulate Filter Active Regeneration Inhibited Status	0 to 3
64892	Diesel Particulate Filter Control 1	3703	Diesel Particulate Filter Active Regeneration Inhibited Due to Inhibit Switch	0 to 3
64892	Diesel Particulate Filter Control 1	3704	Diesel Particulate Filter Active Regeneration Inhibited Due to Clutch Disengaged	0 to 3
64892	Diesel Particulate Filter Control 1	3705	Diesel Particulate Filter Active Regeneration Inhibited Due to Service Brake Active	0 to 3
64892	Diesel Particulate Filter Control 1	3706	Diesel Particulate Filter Active Regeneration Inhibited Due to PTO Active	0 to 3
64892	Diesel Particulate Filter Control 1	3707	Diesel Particulate Filter Active Regeneration Inhibited Due to Accelerator Pedal Off Idle	0 to 3
64892	Diesel Particulate Filter Control 1	3708	Diesel Particulate Filter Active Regeneration Inhibited Due to Out of Neutral	0 to 3
64892	Diesel Particulate Filter Control 1	3709	Diesel Particulate Filter Active Regeneration Inhibited Due to Vehicle Speed Above Allowed Speed	0 to 3
64892	Diesel Particulate Filter Control 1	3710	Diesel Particulate Filter Active Regeneration Inhibited Due to Parking Brake Not Set	0 to 3
64892	Diesel Particulate Filter Control 1	3711	Diesel Particulate Filter Active Regeneration Inhibited Due to Low Exhaust Gas Temperature	0 to 3
64892	Diesel Particulate Filter Control 1	3712	Diesel Particulate Filter Active Regeneration Inhibited Due to System Fault Active	0 to 3
64892	Diesel Particulate Filter Control 1	3713	Diesel Particulate Filter Active Regeneration Inhibited Due to System Timeout	0 to 3
64892	Diesel Particulate Filter Control 1	3714	Diesel Particulate Filter Active Regeneration Inhibited Due to Temporary System Lockout	0 to 3
64892	Diesel Particulate Filter Control 1	3715	Diesel Particulate Filter Active Regeneration Inhibited Due to Permanent System Lockout	0 to 3
64892	Diesel Particulate Filter Control 1	3716	Diesel Particulate Filter Active Regeneration Inhibited Due to Engine Not Warmed Up	0 to 3
64892	Diesel Particulate Filter Control 1	3717	Diesel Particulate Filter Active Regeneration Inhibited Due to Vehicle Speed Below Allowed Speed	0 to 3
64892	Diesel Particulate Filter Control 1	3718	Diesel Particulate Filter Automatic Active Regeneration Initiation Configuration	0 to 3
64892	Diesel Particulate Filter Control 1	3698	Exhaust System High Temperature Lamp Command	0 to 7
64892	Diesel Particulate Filter Control 1	4175	Diesel Particulate Filter Active Regeneration Forced Status	0 to 7
64894	Adaptive Front-Lighting System Status	3691	Left Headlamp Dynamic Bending Light	0 to 7
64894	Adaptive Front-Lighting System Status	3692	Right Headlamp Dynamic Bending Light	0 to 7
64894	Adaptive Front-Lighting System Status	3693	Left Headlamp Light Distribution	0 to 15
64894	Adaptive Front-Lighting System Status	3694	Right Headlamp Light Distribution	0 to 15
64895	Engine Configuration 2	3670	Maximum Crank Attempts per Start Attempt	0 to 250
64897	EGR Cooler Bypass	3672	EGR Cooler Bypass Actuator Postion	0 to 100 %
